event_id,match_id,event_name,event_date,event_place,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,duration
42235,11,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Ryan Bader,Rashad Evans,win,loss,22858,10200,Decision,Unanimous,Herb Dean,3,5:00
42235,10,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Ruslan Magomedov,Shawn Jordan,win,loss,74434,45624,Decision,Unanimous,Kerry Hatley,3,5:00
42235,9,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Joseph Benavidez,Ali Bagautinov,win,loss,15008,81198,Decision,Unanimous,Kerry Hatley,3,5:00
42235,8,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Julianna Pena,Jessica Eye,win,loss,50883,39575,Decision,Unanimous,Frank Collazo,3,5:00
42235,7,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Yair Rodriguez,Daniel Hooker,win,loss,106305,45122,Decision,Unanimous,Kerry Hatley,3,5:00
42235,6,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Albert Tumenov,Alan Jouban,win,loss,60198,65878,TKO,Head Kick and Punches,Frank Collazo,1,2:55
42235,5,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Adriano Martins,Islam Makhachev,win,loss,9907,76836,TKO,Punch,Frank Collazo,1,1:46
42235,4,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Rose Namajunas,Angela Hill,win,loss,69083,148517,Submission,Rear-Naked Choke,Joe Solis,1,2:47
42235,3,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Sage Northcutt,Francisco Trevino,win,loss,130911,38029,TKO,Elbows and Punches,Herb Dean,1,0:57
42235,2,UFC 192 - Cormier vs. Gustafsson,2015-10-03,"Toyota Center, Houston, Texas, United States",Sergio Pettis,Chris Cariaso,win,loss,50987,16467,Decision,Unanimous,Joe Solis,3,5:00
47107,10,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Louis Smolka,Patrick Holohan,win,loss,64792,63616,Submission,Rear-Naked Choke,Marc Goddard,2,4:09
47107,9,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Norman Parke,Reza Madadi,win,loss,47549,18921,Decision,Unanimous,Leon Roberts,3,5:00
47107,8,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Darren Till,Nicolas Dalby,draw,draw,73436,63608,Draw,Majority,Marc Goddard,3,5:00
47107,7,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Neil Seery,Jon delos Reyes,win,loss,14062,58594,Submission,Guillotine Choke,Kevin Sataki,2,4:12
47107,6,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Steven Ray,Mickael Lebout,win,loss,59838,81143,Decision,Unanimous,Leon Roberts,3,5:00
47107,5,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Aisling Daly,Ericka Almeida,win,loss,25245,98419,Decision,Unanimous,Piotr Michalak,3,5:00
47107,4,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Krzysztof Jotko,Scott Askham,win,loss,53380,40518,Decision,Split,Kevin Sataki,3,5:00
47107,3,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Tom Breese,Cathal Pendred,win,loss,45986,64373,TKO,Body Kick and Punches,Leon Roberts,1,4:37
2512,6,UFC 50 - The War of '04,2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",Rich Franklin,Jorge Rivera,win,loss,392,2712,Submission,Armbar,N/A,3,4:28
47107,2,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Darren Elkins,Robert Whiteford,win,loss,22094,47105,Decision,Unanimous,Marc Goddard,3,5:00
47107,1,UFC Fight Night 76 - Holohan vs. Smolka,2015-10-24,"3Arena, Dublin, Leinster, Ireland",Garreth McLellan,Bubba Bush,win,loss,71237,29111,KO,Punches,Piotr Michalak,3,4:58
42237,13,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Vitor Belfort,Dan Henderson,win,loss,156,195,KO,Punches,Mario Yamasaki,1,2:07
42237,12,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Glover Teixeira,Patrick Cummins,win,loss,4655,72981,TKO,Punches,Herb Dean,2,1:12
42237,11,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Thomas Almeida,Anthony Birchak,win,loss,87865,53300,KO,Punch,Keith Peterson,1,4:24
42237,10,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Alex Oliveira,Piotr Hallmann,win,loss,110143,53375,KO,Punch,Mario Yamasaki,3,0:51
42237,9,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Rashid Magomedov,Gilbert Burns,win,loss,41524,91727,Decision,Unanimous,Keith Peterson,3,5:00
42237,8,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Corey Anderson,Fabio Maldonado,win,loss,171723,16426,Decision,Unanimous,Herb Dean,3,5:00
42237,6,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Johnny Case,Yan Cabral,win,loss,28017,27090,Decision,Unanimous,Herb Dean,3,5:00
42237,5,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Thiago Tavares,Clay Guida,win,loss,4647,8184,Submission,Guillotine Choke,Mario Yamasaki,1,0:39
42237,4,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Chas Skelly,Edimilson Souza,win,loss,47227,57343,Submission,Rear-Naked Choke,Herb Dean,2,1:56
42237,3,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Viscardi Andrade,Gasan Umalatov,win,loss,30298,53109,Decision,Unanimous,Eduardo Herdy,3,5:00
42237,2,UFC Fight Night 77 - Belfort vs. Henderson 3,2015-11-07,"Geraldo Jose de Almeida (Ibirapuera) State Gymnasium, Sao Paulo, Sao Paulo, Brazil",Jimmie Rivera,Pedro Munhoz,win,loss,40954,52407,Decision,Split,Mario Yamasaki,3,5:00
42239,13,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Holly Holm,Ronda Rousey,win,loss,75125,73073,KO,Head Kick and Punches,Herb Dean,2,0:59
42239,12,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Joanna Jedrzejczyk,Valerie Letourneau,win,loss,101411,21851,Decision,Unanimous,Steve Perceval,5,5:00
42239,11,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Mark Hunt,Antonio Silva,win,loss,10668,12354,TKO,Punches,John Sharp,1,3:41
42239,10,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Robert Whittaker,Uriah Hall,win,loss,45132,14210,Decision,Unanimous,Steve Perceval,3,5:00
42239,9,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Jared Rosholt,Stefan Struve,win,loss,76763,15063,Decision,Unanimous,Herb Dean,3,5:00
42239,8,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Jake Matthews,Akbarh Arreola,win,loss,122139,6120,TKO,Doctor Stoppage,Greg Kleynjans,2,5:00
42239,7,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Kyle Noke,Peter Sobotta,win,loss,7632,15816,TKO,Body Kick and Punches,Steve Perceval,1,2:01
42239,6,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Gian Villante,Anthony Perosh,win,loss,42802,9491,KO,Punch,Greg Kleynjans,1,2:56
42239,5,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Danny Martinez,Richie Vaculik,win,loss,16777,21798,Decision,Unanimous,John Sharp,3,5:00
42239,4,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Daniel Kelly,Steve Montgomery,win,loss,49516,49092,Decision,Unanimous,Herb Dean,3,5:00
42239,3,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Richard Walsh,Steve Kennedy,win,loss,55587,31092,Decision,Unanimous,John Sharp,3,5:00
42239,1,UFC 193 - Rousey vs. Holm,2015-11-14,"Etihad Stadium, Melbourne, Victoria, Australia",Ben Nguyen,Ryan Benoit,win,loss,8183,48566,Submission,Rear-Naked Choke,Greg Kleynjans,1,2:35
42241,13,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Neil Magny,Kelvin Gastelum,win,loss,69166,74700,Decision,Split,John McCarthy,5,5:00
42241,12,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Ricardo Lamas,Diego Sanchez,win,loss,32051,4824,Decision,Unanimous,Dan Miragliotta,3,5:00
42241,11,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Henry Cejudo,Jussier da Silva,win,loss,125297,36939,Decision,Split,Mario Yamasaki,3,5:00
42241,10,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Erick Montano,Enrique Marin,win,loss,40308,27077,Decision,Split,Gary Copeland,3,5:00
42241,9,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Enrique Barzola,Horacio Gutierrez,win,loss,129351,172941,Decision,Unanimous,Mario Yamasaki,3,5:00
42241,8,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Leandro Silva,Efrain Escudero,win,loss,86382,16555,Decision,Unanimous,John McCarthy,3,5:00
42241,7,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Erik Perez,Taylor Lapilus,win,loss,35509,97337,Decision,Unanimous,Dan Miragliotta,3,5:00
2512,5,UFC 50 - The War of '04,2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",Matt Hughes,Georges St. Pierre,win,loss,232,3500,Submission,Armbar,N/A,1,4:59
42241,6,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Bartosz Fabinski,Hector Urbina,win,loss,87101,18168,Decision,Unanimous,Mario Yamasaki,3,5:00
42241,5,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Alejandro Perez,Scott Jorgensen,win,loss,13428,16852,TKO,Leg Injury,Gary Copeland,2,4:26
42241,4,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Andre Fili,Gabriel Benitez,win,loss,58385,25733,KO,Head Kick and Punches,John McCarthy,1,3:13
42241,3,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Alvaro Herrera,Vernon Ramos,win,loss,44627,100921,KO,Punches,Dan Miragliotta,1,0:30
42241,1,UFC Fight Night 78 - Magny vs. Gastelum,2015-11-21,"Monterrey Arena, Monterrey, Nuevo Leon, Mexico",Michel Richard Cunha dos Prazeres,Valmir Lazaro,win,loss,22218,22216,Decision,Split,Gary Copeland,3,5:00
42243,9,UFC Fight Night 79 - Henderson vs. Masvidal,2015-11-28,"Olympic Gymnastics Arena, Seoul, South Korea",Alberto Mina,Yoshihiro Akiyama,win,loss,16705,11895,Decision,Split,Steve Perceval,3,5:00
42243,8,UFC Fight Night 79 - Henderson vs. Masvidal,2015-11-28,"Olympic Gymnastics Arena, Seoul, South Korea",Doo Ho Choi,Sam Sicilia,win,loss,56689,53205,KO,Punches,Greg Kleynjans,1,1:33
42243,7,UFC Fight Night 79 - Henderson vs. Masvidal,2015-11-28,"Olympic Gymnastics Arena, Seoul, South Korea",Dongi Yang,Jake Collier,win,loss,23501,83599,TKO,Punches,Herb Dean,2,1:50
42243,6,UFC Fight Night 79 - Henderson vs. Masvidal,2015-11-28,"Olympic Gymnastics Arena, Seoul, South Korea",Mike de la Torre,Yui Chul Nam,win,loss,17915,15987,Decision,Split,Leon Roberts,3,5:00
42243,5,UFC Fight Night 79 - Henderson vs. Masvidal,2015-11-28,"Olympic Gymnastics Arena, Seoul, South Korea",Tae Hyun Bang,Leo Kuntz,win,loss,23167,44602,Decision,Split,Steve Perceval,3,5:00
42243,4,UFC Fight Night 79 - Henderson vs. Masvidal,2015-11-28,"Olympic Gymnastics Arena, Seoul, South Korea",Seo Hee Ham,Cortney Casey,win,loss,21246,91121,Decision,Unanimous,Herb Dean,3,5:00
42243,3,UFC Fight Night 79 - Henderson vs. Masvidal,2015-11-28,"Olympic Gymnastics Arena, Seoul, South Korea",Freddy Serrano,Zhikui Yao,win,loss,112413,122383,TKO,Arm Injury,Greg Kleynjans,1,0:44
42243,2,UFC Fight Night 79 - Henderson vs. Masvidal,2015-11-28,"Olympic Gymnastics Arena, Seoul, South Korea",Marco Beltran,Guangyou Ning,win,loss,40285,26389,Decision,Split,Steve Perceval,3,5:00
47669,1,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Kailin Curran,Emily Kagan,win,loss,62703,68959,Submission,Rear-Naked Choke,Marc Goddard,2,4:13
47669,12,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Rose Namajunas,Paige VanZant,win,loss,69083,99019,Submission,Rear-Naked Choke,Herb Dean,5,2:25
47669,11,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Michael Chiesa,Jim Miller,win,loss,46224,14463,Submission,Rear-Naked Choke,Jason Herzog,2,2:57
47669,10,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Sage Northcutt,Cody Pfister,win,loss,130911,48481,Submission,Guillotine Choke,Mark Smith,2,0:41
47669,9,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Thiago Santos,Elias Theodorou,win,loss,90021,81765,Decision,Unanimous,Marc Goddard,3,5:00
47669,8,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Tim Means,John Howard,win,loss,11281,11798,KO,Punches,Herb Dean,2,0:21
47669,7,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Sergio Moraes,Omari Akhmedov,win,loss,21343,83462,TKO,Punches,Jason Herzog,3,2:18
47669,5,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Aljamain Sterling,Johnny Eduardo,win,loss,66313,426,Submission,Guillotine Choke,Marc Goddard,2,4:18
47669,4,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Santiago Ponzinibbio,Andreas Stahl,win,loss,64593,57322,TKO,Punches,Herb Dean,1,4:25
47669,2,UFC Fight Night 80 - Namajunas vs. VanZant,2015-12-10,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Zubaira Tukhugov,Phillipe Nover,win,loss,63813,7415,Decision,Split,Mark Smith,3,5:00
47439,9,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Ryan Hall,Artem Lobov,win,loss,15962,73700,Decision,Unanimous,Herb Dean,3,5:00
47439,8,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Tony Ferguson,Edson Barboza,win,loss,31239,46259,Submission,Brabo Choke,John McCarthy,2,2:54
47439,7,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Evan Dunham,Joe Lauzon,win,loss,22038,4923,Decision,Unanimous,Herb Dean,3,5:00
47439,6,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Tatsuya Kawajiri,Jason Knight,win,loss,1326,44957,Decision,Unanimous,John McCarthy,3,5:00
47439,5,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Julian Erosa,Marcin Wrzosek,win,loss,71442,85623,Decision,Split,Jason Herzog,3,5:00
47439,4,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Gabriel Gonzaga,Konstantin Erokhin,win,loss,7306,98151,Decision,Unanimous,Chris Tognoni,3,5:00
47439,3,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Ryan LaFlare,Mike Pierce,win,loss,34409,25415,Decision,Unanimous,Jason Herzog,3,5:00
2512,4,UFC 50 - The War of '04,2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",Frank Trigg,Renato Verissimo,win,loss,311,4095,TKO,Elbows,N/A,2,2:11
47439,2,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Geane Herrera,Joby Sanchez,win,loss,79290,50239,TKO,Punches,Chris Tognoni,2,4:28
47439,1,UFC - The Ultimate Fighter 22 Finale,2015-12-11,"The Chelsea at the Cosmopolitan, Las Vegas, Nevada, United States",Chris Gruetzemacher,Abner Lloveras,win,loss,36924,11729,Decision,Unanimous,Jason Herzog,3,5:00
42245,12,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Conor McGregor,Jose Aldo,win,loss,29688,11506,KO,Punch,John McCarthy,1,0:13
42245,11,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Luke Rockhold,Chris Weidman,win,loss,23345,42804,TKO,Punches,Herb Dean,4,3:12
42245,10,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Yoel Romero,Ronaldo Souza,win,loss,60762,8394,Decision,Split,Marc Goddard,3,5:00
42245,9,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Demian Maia,Gunnar Nelson,win,loss,14637,25246,Decision,Unanimous,John McCarthy,3,5:00
42245,8,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Max Holloway,Jeremy Stephens,win,loss,38671,12179,Decision,Unanimous,Herb Dean,3,5:00
42245,7,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Urijah Faber,Frankie Saenz,win,loss,8847,55410,Decision,Unanimous,Marc Goddard,3,5:00
42245,6,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Tecia Torres,Jocelyn Jones-Lybarger,win,loss,85096,68957,Decision,Unanimous,Herb Dean,3,5:00
42245,5,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Warlley Alves,Colby Covington,win,loss,70750,57269,Submission,Guillotine Choke,Mark Smith,1,1:26
42245,4,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Leonardo Santos,Kevin Lee,win,loss,4810,84342,TKO,Punches,John McCarthy,1,3:26
42245,3,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Magomed Mustafaev,Joe Proctor,win,loss,80231,46307,TKO,Knees and Punches,Mark Smith,1,1:54
42245,2,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Yancy Medeiros,John Makdessi,win,loss,27738,37402,Decision,Split,Marc Goddard,3,5:00
42245,1,UFC 194 - Aldo vs. McGregor,2015-12-12,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Court McGee,Marcio Alexandre Jr.,win,loss,34124,95457,Decision,Unanimous,Mark Smith,3,5:00
42249,13,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Rafael dos Anjos,Donald Cerrone,win,loss,11675,15105,TKO,Punches,Herb Dean,1,1:06
42249,12,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Alistair Overeem,Junior dos Santos,win,loss,461,17272,TKO,Punches,Dan Miragliotta,2,4:43
42249,11,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Nate Diaz,Michael Johnson,win,loss,11451,68788,Decision,Unanimous,Jorge Alonso,3,5:00
42249,10,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Karolina Kowalkiewicz,Randa Markos,win,loss,101401,75417,Decision,Unanimous,Herb Dean,3,5:00
42249,9,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Charles Oliveira,Myles Jury,win,loss,30300,34236,Submission,Guillotine Choke,John Hosegood,1,3:05
42249,8,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Nate Marquardt,C.B. Dollaway,win,loss,1712,22350,KO,Punch,Herb Dean,2,0:28
42249,7,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Valentina Shevchenko,Sarah Kaufman,win,loss,45384,16524,Decision,Split,Dan Miragliotta,3,5:00
42249,6,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Tamdan McCrory,Josh Samman,win,loss,16470,17460,Submission,Triangle Choke,Jorge Alonso,3,4:10
42249,5,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Nik Lentz,Danny Castillo,win,loss,15058,26070,Decision,Split,John Hosegood,3,5:00
42249,3,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Kamaru Usman,Leon Edwards,win,loss,120691,62665,Decision,Unanimous,Dan Miragliotta,3,5:00
42249,1,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,2015-12-19,"Amway Center, Orlando, Florida, United States",Francis Ngannou,Luis Henrique Barbosa de Oliveira,win,loss,152341,6608,KO,Punch,John Hosegood,2,2:53
47465,12,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Robbie Lawler,Carlos Condit,win,loss,2245,6765,Decision,Split,John McCarthy,5,5:00
47465,11,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Stipe Miocic,Andrei Arlovski,win,loss,39537,270,TKO,Punches,Herb Dean,1,0:54
47465,10,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Albert Tumenov,Lorenz Larkin,win,loss,60198,51345,Decision,Split,Mario Yamasaki,3,5:00
47465,9,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Brian Ortega,Diego Brandao,win,loss,65310,25097,Submission,Triangle Choke,John McCarthy,3,1:37
47465,8,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Abel Trujillo,Tony Sims,win,loss,17129,30021,Submission,Guillotine Choke,Herb Dean,1,3:18
47465,7,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Michael McDonald,Masanori Kanehara,win,loss,30297,13767,Submission,Rear-Naked Choke,Mario Yamasaki,2,2:09
47465,6,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Alex Morono,Kyle Noke,win,loss,64894,7632,Decision,Split,John McCarthy,3,5:00
47465,5,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Justine Kish,Nina Ansaroff,win,loss,67098,69632,Decision,Unanimous,Chris Tognoni,3,5:00
47465,4,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Drew Dober,Scott Holtzman,win,loss,23982,78210,Decision,Unanimous,Herb Dean,3,5:00
47465,3,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Dustin Poirier,Joseph Duffy,win,loss,50529,17052,Decision,Unanimous,Chris Tognoni,3,5:00
47465,2,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Michinori Tanaka,Joe Soto,win,loss,71942,17004,Decision,Split,Mario Yamasaki,3,5:00
47465,1,UFC 195 - Lawler vs. Condit,2016-01-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Sheldon Westcott,Edgar Garcia,win,loss,23648,23108,TKO,Punches,Chris Tognoni,1,3:12
