fid,name,dob,height_inches,weight_lbs,association,division,country,reach_inches,strike_offense_per_min,strike_offense_accuracy,strike_defense_per_min,strike_defense_accuracy,takedowns_per_fight,takedowns_accuracy,takedowns_defense,submissions_per_fight,wins,losses,draws,total_fights,win_pct,finish_pct
14515,Sean Salmon,1977-11-09,70,205,,Light Heavyweight,United States,,,,,,,,,,0,2,0,2,0,0
14862,Mark Holst,1985-08-14,72,155,OAMA,Welterweight,Canada,,0.25,19,1.67,47,0.76,100,60,2.3,0,2,0,2,0,0
14891,Johnny Rees,1982-10-21,72,170,,Middleweight,United States,,3.29,64,0.84,47,1.15,25,50,0,0,2,0,2,0,0
14971,Leonardo Guimaraes,1982-04-15,72,185,MMA Masters,Middleweight,Brazil,,,,,,,,,,0,1,0,1,0,0
14972,Ednaldo Oliveira,1984-02-19,77,205,Champion Team,Light Heavyweight,Brazil,79,1.03,22,1.8,52,0,0,42,0,0,2,0,2,0,0
15129,Aaron Rosa,1983-05-28,75,205,Rodrigo Pinheiro Brazilian Jiu-Jitsu,Light Heavyweight,United States,78,4.03,47,4.41,45,0.36,33,85,0.4,0,2,0,2,0,0
15156,Bobby Voelker,1979-04-26,72,170,Finney's MMA,Welterweight,United States,75,4.01,35,5.84,42,1.04,50,66,0,0,4,0,4,0,0
19863,Jeremy Larsen,1986-03-11,70,145,Arizona Combat Sports,Featherweight,United States,,,,,,,,,,0,3,0,3,0,0
20224,Ryan Thomas,1984-11-05,72,170,American Top Team,Welterweight,United States,,2.01,36,4.17,30,5.59,33,0,2.2,0,2,0,2,0,0
20416,Josh Grispi,1988-10-14,71,145,South Shore Sport Fighting,Featherweight,United States,74,1.44,41,3.71,50,1.97,36,16,2.2,0,4,0,4,0,0
20906,Shane Howell,1983-11-28,68,125,R-1 MMA,Flyweight,United States,69,1.27,32,2.55,42,0,0,20,0,0,2,0,2,0,0
20967,Mike Stumpf,1986-08-01,70,170,Team Curran,Welterweight,United States,71,3.34,43,8.85,47,1.59,25,33,0.8,0,2,0,2,0,0
21401,Justin Wren,1987-04-27,75,265,Grudge Training Center,Heavyweight,United States,,3.43,35,2.07,64,0,0,100,0,0,1,0,1,0,0
21627,Steve Steinbeiss,1981-05-05,75,185,Power MMA Team,Middleweight,United States,75,3.92,55,1.86,49,0.44,50,58,0,0,2,0,2,0,0
21720,Angela Magana,1983-08-02,64,115,Team Four Corners,Strawweight,United States,65,1.63,26,5.17,44,0.54,33,0,0.5,0,2,0,2,0,0
25531,Cameron Dollar,1987-05-12,71,155,Colorado Fight Factory,Featherweight,United States,,5.04,38,2.94,61,0,0,0,0,0,1,0,1,0,0
25912,Marcus Jones,1973-08-15,78,265,,Heavyweight,United States,,1.94,52,2.71,58,8.71,75,0,2.9,0,1,0,1,0,0
26365,Jianping Yang,1986-01-07,68,140,Fight Emperor,Featherweight,China,,,,,,,,,,0,1,0,1,0,0
26495,Bernardo Magalhaes,1981-08-04,69,155,TP Fight Team,Lightweight,Brazil,,,,,,,,,,0,2,0,2,0,0
26632,Jon Manley,1986-07-07,72,170,Team Link,Welterweight,United States,75,1.13,20,4.33,45,1,7,20,0,0,1,0,1,0,0
26649,Josh Ferguson,1988-05-13,65,125,All American MMA,Flyweight,United States,66,2.13,43,4.18,32,0.59,11,54,0,0,2,0,2,0,0
26934,Ramiro Hernandez,1986-07-22,69,145,Miletich Fighting Systems,Featherweight,United States,,,,,,,,,,0,2,0,2,0,0
27077,Enrique Marin,1986-09-02,70,170,Crazy Seville,Welterweight,Spain,74,1.43,33,3,50,2.5,38,60,1,0,1,0,1,0,0
28038,Elvis Mutapcic,1986-07-19,72,185,Roundkick Gym,Middleweight,United States,72,3.41,40,4.27,38,0,0,81,0,0,1,0,1,0,0
37421,Eddie Mendez,1984-01-16,69,185,House of Champions,Middleweight,United States,76,1.71,33,3.43,11,0,0,0,0,0,1,0,1,0,0
39261,Garett Whiteley,1980-12-13,72,155,IndyBoxing and Grappling,Lightweight,United States,72,3.72,48,4.04,46,0,0,27,0.9,0,3,0,3,0,0
39265,Aaron Wilkinson,1987-01-31,70,155,Straight Blast Gym,Welterweight,England,,0,0,0,100,7.32,100,0,0,0,1,0,1,0,0
39391,Iliarde Santos,1980-09-25,63,125,American Top Team,Flyweight,Brazil,66,3,30,6.1,57,1.66,23,83,0,0,3,0,3,0,0
39432,Kris McCray,1981-09-24,72,170,Iron Army,Welterweight,United States,76,2.69,45,2.57,54,2.88,55,38,0,0,3,0,3,0,0
39485,Dan Spohn,1984-10-12,76,204,Cambridge Martial Arts,Light Heavyweight,United States,,,,,,,,,,0,1,0,1,0,0
40205,Chris Spang,1987-11-26,74,170,J-Sect MMA,Welterweight,United States,,1.83,36,1.95,60,0,0,50,0.9,0,1,0,1,0,0
40523,Danny Mitchell,1986-08-08,74,170,AVT Fight Team,Welterweight,England,74,2.53,49,2.53,52,0,0,100,3,0,1,0,1,0,0
41666,Daniel Downes,1986-04-08,72,155,Roufusport,Lightweight,United States,,,,,,,,,,0,2,0,2,0,0
55070,Edward Faaloloto,1985-07-15,69,170,Mori Dojo,Welterweight,United States,,,,,,,,,,0,2,0,2,0,0
78164,Ben Wall,1989-03-25,70,155,Gamebred Submission Fighting,Lightweight,Australia,73,1.47,29,8.53,29,0,0,100,0,0,2,0,2,0,0
78628,Jared Cannonier,1984-03-16,75,205,Gracie Barra Alaska,Heavyweight,United States,77,3.28,60,2.63,64,0,0,30,0,0,1,0,1,0,0
4481,Milton Vieira,1978-10-04,72,145,Rio Fighters,Featherweight,Brazil,72,1.13,35,2.36,48,2.67,53,12,0.7,0,1,1,2,0,0
6809,Jesse Bongfeldt,1980-08-28,72,185,Canadian Martial Arts Centre,Middleweight,Canada,,2.91,62,1.01,50,1.51,33,33,0,0,1,1,2,0,0
23052,Roger Bowling,1982-12-05,68,155,Team Vision,Lightweight,United States,68,3.9,47,3.86,51,3.09,43,27,0.9,0,2,0,2,0,0
24790,Roman Salazar,1988-02-21,67,135,Fight Ready,Bantamweight,United States,67,1.95,39,2.89,57,1.77,18,50,0,0,2,0,2,0,0
53134,Wagner Prado,1987-12-30,73,205,Retz Muay Thai,Light Heavyweight,Brazil,,,,,,,,,,0,2,0,2,0,0
113767,Damon Jackson,1988-08-08,71,145,Octagon MMA,Featherweight,United States,71,2.71,35,3.9,43,1.77,20,60,0,0,1,1,2,0,0
80,Travis Fulton,1977-05-29,72,240,Team Peak Performance,Heavyweight,United States,,0,0,0,0,0,0,0,0,1,0,0,1,100,0
162,Kevin Randleman,1971-08-10,70,205,Tapout Training Center,Light Heavyweight,United States,,1.26,54,1.12,57,2,56,30,0.8,2,2,0,4,50,0
260,Tyrone Roberts,1972-07-14,69,213,,Heavyweight,United States,,,,,,,,,,1,0,0,1,100,0
268,Mark Hughes,1973-10-13,68,205,Miletich Martial Arts,Middleweight,USA,,0.9,47,0.4,42,3,50,0,4.5,1,0,0,1,100,0
16704,John Hathaway,1987-07-01,74,170,London Shootfighters,Welterweight,England,,,,,,,,,,6,2,0,8,75,0
23403,Charlie Brenneman,1981-02-09,70,155,AMA Fight Club,Lightweight,United States,72,1.52,56,1.55,46,4.23,42,72,0,4,7,0,11,36,0
23538,Marcus LeVesseur,1983-07-17,70,155,Minnesota Fight Factory,Lightweight,United States,,,,,,,,,,1,2,0,3,33,0
23811,Buddy Roberts,1982-10-17,74,185,Jackson-Wink MMA,Middleweight,United States,,2.17,34,2.08,70,0,0,76,0.7,1,1,0,2,50,0
24121,Kevin Casey,1981-06-15,71,185,Black House,Middleweight,United States,77,2.27,53,3.76,46,0.79,22,27,0.4,1,2,0,3,33,0
101401,Karolina Kowalkiewicz,1985-10-15,63,115,Gracie Barra Lodz,Strawweight,Poland,65,4.56,35,4.93,54,0,0,87,0,1,0,0,1,100,0
106305,Yair Rodriguez,1992-10-06,71,145,Ragnarok MMA,Featherweight,Mexico,71,4.14,43,2.03,64,1.45,40,61,1.3,3,0,0,3,100,0
13,Heath Herring,1978-03-02,76,250,Las Vegas Combat Club,Heavyweight,United States,78,2.37,50,1.77,54,1.22,50,32,0.7,2,3,0,5,40,0
25412,Nathan Coy,1978-07-24,70,170,American Top Team,Welterweight,United States,69,3.72,51,2.02,60,3.14,44,50,0,1,1,0,2,50,0
136,Mark Coleman,1964-12-20,73,205,Hammer House,Light Heavyweight,United States,75,1.88,52,2.62,40,3.89,40,50,0.8,1,2,0,3,33,0
25784,Chris Cope,1983-03-05,72,170,The Arena,Welterweight,United States,72,3.96,26,4.82,50,0,0,80,0,1,2,0,3,33,0
26192,Kazuki Tokudome,1987-03-04,71,155,Paraestra Hachioji,Lightweight,Japan,73,2.26,41,3.63,53,2,38,78,0,1,3,0,4,25,0
26252,Miesha Tate,1986-08-18,66,135,Xtreme Couture,Bantamweight,United States,65,1.93,41,2.71,50,2.06,31,52,1.6,4,2,0,6,67,0
26261,Nordine Taleb,1981-06-10,73,170,Tristar Gym,Welterweight,Canada,74,3.18,57,1.51,70,3.21,76,69,0,3,1,0,4,75,0
33532,Mike Ricci,1986-03-18,72,155,Tristar Gym,Lightweight,Canada,77,1.8,32,1.64,65,0.67,100,54,0,1,2,0,3,33,0
34409,Ryan LaFlare,1983-10-01,73,170,Long Island MMA,Welterweight,United States,74,3.16,38,1.91,63,2.61,52,64,0.3,5,1,0,6,83,0
36581,Jim Alers,1986-10-14,69,145,Tough as Nails MMA,Featherweight,United States,71,2.9,40,4.38,56,2.26,41,80,0.3,1,1,0,2,50,0
37260,Rafaello Oliveira,1982-01-26,68,155,AMA Fight Club,Lightweight,United States,71,2.19,33,3.38,59,2.49,36,11,1.6,2,6,0,8,25,0
37684,Renee Forte,1987-03-27,68,155,Team Renee Forte,Lightweight,Brazil,71,2.08,32,2.12,63,2.32,58,66,0,1,3,0,4,25,0
38029,Francisco Trevino,1981-12-17,70,155,Macaco Gold Team,Lightweight,United States,70,2.65,42,2.42,64,0.97,22,41,0,1,2,0,3,33,0
32431,David Branch,1981-09-26,73,185,Renzo Gracie Jiu-Jitsu,Middleweight,United States,,,,,,,,,,2,2,0,4,50,0
42310,Dan Cramer,1985-10-31,73,170,American Top Team,Middleweight,United States,,0.97,30,2.1,31,0,0,66,0.5,1,1,0,2,50,0
42659,Andy Ogle,1989-02-16,69,145,Team Kaobon,Featherweight,England,69,2.24,44,2.23,50,1.44,26,58,0,1,5,0,6,17,0
42850,Chico Camus,1985-01-26,66,125,Roufusport,Flyweight,United States,66,2.58,41,2.46,64,0.77,40,72,0.4,3,4,0,7,43,0
43439,Pascal Krauss,1987-04-19,73,170,Peak MMA,Welterweight,Germany,72,5.45,47,3.88,59,1.53,50,60,0.9,1,2,0,3,33,0
48052,Bruno Santos,1987-07-17,68,185,Ze Mario Team,Middleweight,Brazil,69,1.18,46,2.27,56,3,37,66,0.3,1,2,0,3,33,0
48156,Jerrod Sanders,1980-10-01,68,135,American Top Team OKC,Bantamweight,United States,,,,,,,,,,1,1,0,2,50,0
48404,Claudia Gadelha,1988-12-07,63,115,Nova Uniao,Strawweight,Brazil,63,3.59,42,3.94,60,4.59,57,83,0.7,2,1,0,3,67,0
48481,Cody Pfister,1990-07-12,70,155,Nick's Fight Club,Lightweight,United States,73,1.41,25,2.8,51,2.82,30,0,0,1,2,0,3,33,0
49213,Tim Elliott,1986-12-24,67,125,Glory MMA and Fitness,Flyweight,United States,66,3.48,44,2.35,63,3.31,60,48,1.3,2,4,0,6,33,0
50239,Joby Sanchez,1991-06-24,66,125,Jackson-Wink MMA,Flyweight,United States,68,3.37,29,2.96,66,0.76,66,37,0.4,1,2,0,3,33,0
50416,Lipeng Zhang,1990-03-10,71,155,Fight Emperor,Lightweight,China,,,,,,,,,,2,2,0,4,50,0
50774,Nick Hein,1984-04-24,68,155,G.I. Sports,Lightweight,Germany,66,2.6,38,2.65,65,1,33,90,0,3,1,0,4,75,0
50987,Sergio Pettis,1993-08-18,66,125,Roufusport,Flyweight,United States,69,4.02,38,2.75,65,1.48,42,71,0.7,4,2,0,6,67,0
51113,Trevor Smith,1981-01-05,75,185,Ring Demon Jiu-Jitsu,Middleweight,United States,75,3.49,58,2.96,51,1.66,30,54,1.1,3,3,0,6,50,0
51576,Chris Kelades,1981-02-21,67,125,Fit Plus,Flyweight,Canada,68,2.4,43,2.64,48,1.04,18,53,0.3,2,1,0,3,67,0
52633,Brendan O'Reilly,1987-06-24,68,170,Gamebred Submission Fighting,Welterweight,Australia,69,1.9,47,2.77,39,2.22,43,36,0.6,1,1,0,2,50,0
53380,Krzysztof Jotko,1989-08-19,73,185,Planet Eater,Middleweight,Poland,77,2.9,46,1.36,60,1.22,41,89,0,3,1,0,4,75,0
53109,Gasan Umalatov,1982-11-03,71,181,Fight Nights Team,Middleweight,Russia,,,,,,,,,,1,3,0,4,25,0
53596,Nah-Shon Burrell,1990-02-05,73,170,Fight Firm,Middleweight,United States,73,4.83,47,3.45,56,0,0,52,0.3,1,1,0,2,50,0
53778,David Michaud,1988-11-10,69,155,MMA Lab,Lightweight,United States,72,3.25,43,4.45,54,2.53,58,77,0.7,1,2,0,3,33,0
55410,Frankie Saenz,1980-08-12,66,135,Trident Performance Training,Bantamweight,United States,66,3.94,44,3.11,52,1.73,33,69,0.2,3,1,0,4,75,0
55587,Richard Walsh,1988-12-01,72,170,VT1 Gym,Welterweight,Australia,73,3.84,46,2.72,58,1.55,40,66,0.2,2,2,0,4,50,0
56902,Clifford Starks,1981-04-25,70,185,Arizona Combat Sports,Middleweight,United States,77,1.94,33,2.49,58,1.94,100,60,0,1,2,0,3,33,0
57848,Vinc Pichel,1982-11-23,70,155,,Lightweight,United States,72,3.13,51,2.51,51,7.44,69,16,0.5,2,1,0,3,67,0
59607,Dhiego Lima,1989-01-31,74,170,American Top Team Atlanta,Welterweight,Brazil,75,4.43,47,4.07,57,4.53,66,0,3,1,3,0,4,25,0
59713,Matt Hobar,1987-01-07,70,135,Octagon MMA,Bantamweight,United States,70,3.23,42,4.27,52,3.66,44,50,0,1,2,0,3,33,0
59764,Lance Benoist,1988-08-26,71,170,St. Charles MMA,Welterweight,United States,73,3.68,51,2.7,56,1.5,33,61,0,2,2,0,4,50,0
60454,Roger Narvaez,1983-09-09,75,185,Full Contact Fight Academy,Middleweight,United States,79,2.12,37,3.32,64,0,0,50,0.9,1,2,0,3,33,0
60908,Sean Spencer,1987-06-25,70,170,Octagon MMA,Welterweight,United States,75,4.24,32,4.02,60,0.14,33,68,0,3,4,0,7,43,0
61600,Sarah Moras,1988-04-30,67,135,Toshido Mixed Martial Arts,Bantamweight,Canada,67,1.1,36,2.07,47,0.5,10,14,0.5,1,1,0,2,50,0
63163,Colton Smith,1987-08-14,72,155,Vanguard,Welterweight,United States,71,1.64,41,2.3,51,4.09,36,25,1.4,1,3,0,4,25,0
65543,Pawel Pawlak,1989-02-08,72,170,Gracie Barra Lodz,Welterweight,Poland,73,1.67,33,2.22,53,1,37,70,0,1,2,0,3,33,0
67971,Patrick Walsh,1988-11-28,71,185,Wai Kru MMA,Light Heavyweight,United States,71,2.03,19,2.83,64,3,54,100,1.5,1,1,0,2,50,0
69681,Chad Laprise,1986-07-23,70,155,Adrenaline Training Center,Lightweight,Canada,71,4.56,42,3.56,63,0.93,50,78,0,3,1,0,4,75,0
71307,Jessamyn Duke,1986-06-24,71,135,CSW,Bantamweight,United States,73,4.83,53,4.43,57,1.27,36,50,1.9,1,3,0,4,25,0
71942,Michinori Tanaka,1990-10-04,65,135,Reversal Gym Yokohama Ground Slam,Bantamweight,Japan,67,1.97,37,1.99,50,2.4,38,43,0.2,2,1,0,3,67,0
73710,Juliana Lima,1982-03-15,65,115,Gracie Barra BH,Strawweight,Brazil,65,2.16,45,1.88,61,1.8,30,50,0,2,1,0,3,67,0
73826,Alptekin Ozkilic,1986-03-27,65,125,Bellmore Kickboxing Academy,Flyweight,United States,65,3.81,32,5.72,59,4.21,58,75,0,1,3,0,4,25,0
74176,Viktor Pesta,1990-07-15,75,240,Penta Gym Prague,Heavyweight,Czech Republic,77,1.58,36,2.54,56,3.29,28,100,0,1,2,0,3,33,0
75021,Ashlee Evans-Smith,1987-07-09,68,135,Reign MMA,Bantamweight,United States,67,4.24,40,2.47,57,1.83,44,33,0,1,1,0,2,50,0
75370,Mark Eddiva,1986-02-16,68,145,Lakay MMA,Featherweight,Philippines,68,3.37,45,2.98,54,1.45,22,63,0,1,2,0,3,33,0
75417,Randa Markos,1985-08-10,65,115,TriStar Gym,Strawweight,Canada,63,3.05,38,3.59,61,1.39,27,50,0.5,1,2,0,3,33,0
78465,Clay Collard,1993-03-10,71,145,The Pit Elevated Fight Team,Featherweight,United States,73,4.22,32,5,50,2.81,39,71,0.5,1,3,0,4,25,0
79277,Chris Dempsey,1987-09-08,70,185,Cold Steel MMA,Light Heavyweight,United States,72,2.25,32,2.82,65,2.64,23,16,0,1,2,0,3,33,0
80837,Ernest Chavez,1983-06-27,68,145,Total MMA Studios,Featherweight,United States,70,2.79,40,3.89,59,0.89,33,50,0,1,2,0,3,33,0
81143,Mickael Lebout,1987-08-16,71,155,MMA Factory,Lightweight,France,73,2.6,34,2.98,54,0,0,60,0,1,2,0,3,33,0
83021,Elizabeth Phillips,1986-08-20,66,135,SikJitsu,Bantamweight,United States,65,2.6,33,3.07,58,0.75,25,53,0.2,1,2,0,3,33,0
83599,Jake Collier,1988-10-23,75,185,Pit MMA,Middleweight,United States,,,,,,,,,,1,2,0,3,33,0
87981,Douglas Silva de Andrade,1985-06-22,67,135,Pitbull Brothers,Bantamweight,Brazil,68,3.24,35,3.1,64,0.35,50,75,0,1,1,0,2,50,0
88793,Royston Wee,1986-11-15,67,135,Impact MMA Singapore,N/A,Singapore,67,1.1,60,2.45,49,3.38,81,0,0,2,1,0,3,67,0
94103,Joanne Calderwood,1986-12-23,66,116,Dinky Ninjas,Strawweight,Scotland,,,,,,,,,,2,1,0,3,67,0
122383,Zhikui Yao,1991-02-07,67,125,,Flyweight,China,,,,,,,,,,1,2,0,3,33,0
148517,Angela Hill,1988-01-12,63,115,Evolution Muay Thai,Strawweight,United States,,,,,,,,,,1,2,0,3,33,0
126881,Levan Makashvili,1989-01-07,68,145,Mutant MMA,Featherweight,United States,68,2.87,54,2.07,61,3.67,42,85,0,1,1,1,3,33,0
115641,Randy Brown,1990-07-08,74,170,Budokan Martial Arts Academy,Welterweight,Jamaica,78,3.02,42,2.95,53,0.83,33,77,0.8,1,0,0,1,100,0
125297,Henry Cejudo,1987-02-09,64,125,Fight Ready,Flyweight,United States,64,3.87,42,2.7,71,2.12,31,100,0.2,4,0,0,4,100,0
129351,Enrique Barzola,1989-04-25,67,145,Pitbull Martial Arts Center,Featherweight,Peru,,,,,,,,,,1,0,0,1,100,0
78479,Tiago dos Santos e Silva,1987-04-12,70,155,Team Nogueira,Lightweight,Brazil,,,,,,,,,,2,1,0,3,67,0
146291,Joaquim Silva,1989-02-05,68,155,Evolucao Thai,Lightweight,Brazil,69,3.53,32,3.85,64,0,0,66,0,1,0,0,1,100,0
245,Dave Menne,1974-07-29,70,170,Menne Combat Academy,Middleweight,United States,,1.84,44,1.99,42,0.46,50,57,2.5,2,4,0,6,33,0
553,Gil Castillo,1965-10-21,69,170,Cesar Gracie Fight Team,Welterweight,United States,,0.6,45,2.22,44,3.33,45,50,0,1,2,0,3,33,0
4411,Forrest Petz,1975-09-22,69,170,Strong Style Fight Team,Middleweight,United States,71,2.27,29,2.2,57,1.3,100,66,0,2,5,0,7,29,0
5545,Gilbert Melendez,1982-04-12,69,155,Skrap Pack,Lightweight,United States,73,3.58,33,2.18,65,1.78,42,71,0.2,1,3,0,4,25,0
7415,Phillipe Nover,1984-02-03,69,145,Team Renzo Gracie,Featherweight,United States,72,1.79,35,2.48,56,0.99,28,44,0.7,1,4,0,5,20,0
15987,Yui Chul Nam,1981-07-16,69,145,,Featherweight,South Korea,69,3.53,51,2,48,1.33,16,57,0.3,1,2,0,3,33,0
22641,Akira Corassani,1982-08-27,68,145,Renzo Gracie Jiu-Jitsu,Featherweight,Sweden,68,3.25,45,4.91,50,0.7,28,86,0,3,3,0,6,50,0
25981,Diego Nunes,1982-11-30,66,145,X-Gym,Featherweight,Brazil,67,2.72,43,2.59,58,1.18,44,65,0.6,3,3,0,6,50,0
29470,Anthony Smith,1988-07-26,76,205,Disorderly Conduct,Middleweight,United States,77,3.24,47,2.98,49,0.55,40,33,1.4,1,1,0,2,50,0
34625,Shane Campbell,1988-01-21,72,155,Toshido Mixed Martial Arts,Lightweight,Canada,,,,,,,,,,1,2,0,3,33,0
47118,Sai Wang,1986-01-16,72,170,AKA Thailand,Welterweight,China,,,,,,,,,,1,1,0,2,50,0
5001,Ian McCall,1984-07-05,65,125,Team Oyama,Flyweight,United States,,,,,,,,,,2,3,1,6,33,0
85096,Tecia Torres,1989-08-16,61,115,American Top Team,Strawweight,United States,60,4.63,48,2.35,71,0.8,20,70,0,3,0,0,3,100,0
87101,Bartosz Fabinski,1986-04-26,72,185,WCA Fight Team,Middleweight,Poland,75,2.2,71,0.77,50,8,72,100,0,2,0,0,2,100,0
22216,Valmir Lazaro,1985-08-15,72,155,Nova Uniao,Lightweight,Brazil,73,4.87,37,4.09,61,1.33,40,96,0,1,2,0,3,33,0
22218,Michel Richard Cunha dos Prazeres,1983-07-25,66,155,Coalizao Fight Team,Lightweight,Brazil,,,,,,,,,,3,2,0,5,60,0
22388,Kevin Ferguson,1974-02-08,74,235,American Top Team,Heavyweight,United States,,2.3,50,3.41,38,3.1,72,36,1.2,1,1,0,2,50,0
76653,Leonardo Mafra Texeira,1989-04-25,70,155,American Kickboxing Academy,Lightweight,Brazil,,,,,,,,,,1,3,0,4,25,0
16524,Sarah Kaufman,1985-09-20,65,135,Zugec Ultimate Martial Arts,Bantamweight,Canada,67,6.65,46,4,62,0.38,57,81,0,1,2,0,3,33,0
4,Ken Shamrock,1964-02-11,73,205,Lion's Den,Heavyweight,United States,72,1.47,46,4.3,39,0.94,60,44,2.5,1,4,0,5,20,100
7,Carlos Newton,1976-08-17,69,170,Warrior MMA Fight Team,Middleweight,Canada,,0.65,41,1.55,44,2.47,70,43,0.9,2,3,0,5,40,100
8,Ricco Rodriguez,1977-08-19,76,265,American Fight Club,Heavyweight,United States,,1.85,51,1.15,61,2.3,39,40,1,5,2,0,7,71,100
11,Ricardo Almeida,1976-11-29,71,170,Renzo Gracie Jiu-Jitsu,Welterweight,United States,74,2.02,49,1.2,61,3.74,38,31,1.2,6,5,0,11,55,50
43,Kimo Leopoldo,1968-01-04,75,235,Freelance,Heavyweight,United States,,,,,,,,,,1,1,0,2,50,100
65,Joe Stevenson,1982-06-15,67,145,Joe Stevenson's Cobra Kai,Lightweight,United States,70,2.05,44,2.44,60,2.75,44,39,2.2,8,8,0,16,50,62
101,Duane Ludwig,1978-08-04,70,170,Grudge Training Center,Welterweight,United States,70,4.61,44,3.04,57,0.43,25,59,0.1,4,5,0,9,44,25
156,Vitor Belfort,1977-04-01,72,185,Blackzilians,Middleweight,Brazil,74,1.54,47,2.71,51,1.15,60,53,0.7,9,6,0,15,60,100
158,Tito Ortiz,1975-01-23,74,205,Team Punishment,Light Heavyweight,United States,74,2.59,46,2.88,60,2.47,35,54,0.6,12,10,1,23,52,58
166,Randy Couture,1963-06-22,73,205,Xtreme Couture,Light Heavyweight,United States,75,2.85,57,1.53,59,2.78,46,58,0.5,12,8,0,20,60,67
168,Tony Fryklund,1971-03-26,72,185,Militech Fighting Systems,Lightweight,United States,,3.49,39,6.5,43,0,0,66,0.5,1,1,0,2,50,100
175,Maurice Smith,1961-12-13,74,221,The Alliance,Light Heavyweight,United States,,0.41,46,0.47,60,0.89,50,20,0.9,2,1,0,3,67,50
188,Pat Miletich,1968-03-09,70,170,Miletich Martial Arts,Welterweight,United States,,1.79,45,1.66,63,1.96,100,54,1,4,2,0,6,67,100
190,Tsuyoshi Kosaka,1970-03-06,71,225,Alliance-Square,Heavyweight,Japan,,,,,,,,,,1,1,0,2,50,100
192,Chuck Liddell,1969-12-17,74,205,The Pit,Light Heavyweight,United States,76,2.97,35,2.71,56,0.44,75,81,0,15,6,0,21,71,67
194,Andre Roberts,1965-02-24,74,345,,Super Heavyweight,United States,,0,0,0,0,0,0,0,0,1,0,0,1,100,100
195,Dan Henderson,1970-08-24,73,185,Team Quest,Middleweight,United States,74,2.44,47,2.7,51,1.52,52,57,0.3,6,8,0,14,43,50
202,Jeremy Horn,1975-08-25,73,185,Elite Performance,Middleweight,United States,74,1.19,39,1.99,55,1.83,38,29,1.1,5,5,0,10,50,80
208,Pedro Rizzo,1974-05-03,73,241,Ruas Vale Tudo,Heavyweight,Brazil,,1.93,34,3.02,50,0.26,28,78,0,5,5,0,10,50,80
209,Wanderlei Silva,1976-07-03,70,205,Wand Fight Team,Middleweight,Brazil,74,2.79,40,2.19,60,0.97,53,62,0.6,4,6,0,10,40,75
212,Evan Tanner,1971-02-11,72,185,,Middleweight,United States,74,3.05,59,2.64,56,2.55,43,25,1.3,9,6,0,15,60,78
218,Fabiano Iha,1970-07-28,68,155,,Lightweight,United States,,1.73,47,2.49,42,2.88,40,50,2.9,3,3,0,6,50,100
222,Eugene Jackson,1970-12-31,68,185,Gladiators Training Academy,Middleweight,United States,,,,,,,,,,1,4,0,5,20,100
224,Paul Jones,1963-06-16,69,199,,Light Heavyweight,United States,,0,0,0,0,0,0,0,0,1,1,0,2,50,100
228,Jens Pulver,1974-12-06,67,145,Team Extreme,Bantamweight,United States,70,2.12,37,3.13,56,0.22,33,63,0.3,5,2,1,8,62,20
232,Matt Hughes,1973-10-13,69,170,HIT Squad,Welterweight,United States,73,2.14,53,1.36,53,2.95,50,35,1.2,16,7,0,23,70,75
239,Shonie Carter,1972-05-03,69,170,Iron Academy,Middleweight,United States,,1.62,36,2.32,47,0.75,66,75,0,2,3,0,5,40,50
241,Scott Adams,1974-07-16,72,225,The Pit,Heavyweight,USA,,,,,,,,,,1,0,0,1,100,100
242,Ian Freeman,1970-12-31,71,205,Machine MMA,Light Heavyweight,England,,,,,,,,,,2,2,1,5,40,50
246,Lance Gibson,1970-11-20,69,185,Gibson Kickboxing & Pankration,Middleweight,Canada,,1.21,75,6.44,20,0,0,0,0,1,1,0,2,50,100
250,Ikuhisa Minowa,1976-01-12,69,181,Kuma Gym,Middleweight,Japan,,0.88,40,1.66,49,1.82,41,5,1.9,1,0,0,1,100,100
252,Sanae Kikuta,1971-09-10,69,200,Grabaka,Light Heavyweight,Japan,,0.7,45,0.9,52,1.6,63,25,1.8,1,0,0,1,100,100
253,Murilo Bustamante,1966-07-30,73,183,Brazilian Top Team,Middleweight,Brazil,,1.33,32,1.9,60,2.46,33,54,1.2,3,1,0,4,75,100
262,Jeff Monson,1971-01-18,69,247,American Top Team,Heavyweight,United States,74,0.97,30,2.87,59,1.06,12,66,0.7,4,3,0,7,57,50
263,Yuki Kondo,1975-07-17,71,183,PANCRASEism,Welterweight,Japan,,1.14,42,2.57,51,0.76,41,37,0.5,1,2,0,3,33,100
267,Chris Lytle,1974-08-18,71,170,Integrated Fighting Academy,Welterweight,United States,68,3.76,45,3.03,58,0.7,55,55,2.4,10,9,0,19,53,70
270,Andrei Arlovski,1979-02-04,76,240,Jackson-Wink MMA,Heavyweight,Belarus,77,3.12,41,2.5,59,0.39,41,82,0.5,14,5,0,19,74,79
272,Josh Barnett,1977-11-10,75,250,CSW,Heavyweight,United States,78,3.2,50,2.11,57,1.26,55,55,1.4,6,3,0,9,67,83
273,Gan McGee,1976-11-20,82,265,S.K.S. Fight Team,Heavyweight,United States,,2.2,29,2.31,59,0.65,25,83,0,2,2,0,4,50,100
274,Renato Sobral,1975-07-09,72,205,Babalu's Iron Gym,Light Heavyweight,Brazil,,,,,,,,,,6,4,0,10,60,67
